"Categoria","Usuario","Comentario"
"Vestuario","Josefa
Hace 2 Meses  ","Me encanto este modelo, pero repongan mas tallas 42-44 en todos los modelos que estan hermosos
<U+2714> Sí, recomiendo este producto."
"Vestuario","Maira
Hace 2 Meses  ","Podrían reponer las tallas en color blanco, me encanta y lo quiero en este color."
"Vestuario","valentina
Hace 2 Meses  ","lindo calze, es cómodo, todo bien. Pero es imposible sacar las pelusas, se pegan demasiado."
"Vestuario","Xime
Hace 2 Meses  ","Repongan tallas en todos los colores por favor. Son muy cómodos.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Giselle
Hace 2 Meses  ","Compré color negro en talla 40, de primera me quedó apretado de cintura pero a la segunda postura y con el primer lavado se hicieron mas holgados. Son cómodos, la tela no es gruesa pero no quedan tan estilo mom ya que son un poco ajustados de pierna y bota. Otro problema es que se llenan de pelusas y cualquier pelito se queda pegado (sobretodo pelos de animales)."
"Vestuario","Carolina
Hace 2 Meses  ","El pantalón es muy cómodo y bonito, pero recomiendo pedir una talla más que la de costumbre; en la cintura y muslo es ajustado para ser mom jeans la verdad. Generalmente soy 36 y el 34 me quedo perfecto, y una amiga que es 38 compro 36 y le quedo bien también. Espero que sea útil <3
<U+2714> Sí, recomiendo este producto."
"Vestuario","Joce
Hace 2 Meses  ","Generalmente soy talla 36 en sybilla y me compré este jeans en esa talla pero me quedó grande de cintura, es lo único malo, lo demás todo bien.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Karen
Hace 2 Meses  ","Repongan las tallas del más clarito :( talla 38-40 por favor
<U+2714> Sí, recomiendo este producto."
"Vestuario","Fernanda
Hace 2 Meses  ","Es de una tela más bien gruesa y súper elasticada, en el color negro recomendaría una talla menos a la habitual
<U+2714> Sí, recomiendo este producto."
"Vestuario","Rai p
Hace 2 Meses  ","Muy cómodo! Por favor repongan más azules en talla 36 y 38
<U+2714> Sí, recomiendo este producto."
"Vestuario","Daniela
Hace 2 Meses  ","Son jeans mom stretch, por eso son tan ajustados, pero en ninguna parte dice eso y la tela es súper gruesa, son como para invierno. Usualmente soy talla 44 así que con la tabla de tallas me guié y me quedaron súper, pero no es lo que quería así que igual fome el producto."
"Vestuario","Ana María
Hace 2 Meses  ","Es más bien grueso pero cómodo, elásticado, no se trasluce
Lo compré el 26 de enero y me llegó el 27 excelente compra !!!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Cynthia
Hace 2 Meses  ","Buena calidad a pesar de lo barato que son.. lo único malo es que venía con alarma y aún no sé cómo solucionar el tema ahora que la tienda está cerrada.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Anette
Hace 2 Meses  ","Es hermoso coml queda pero no es mom!! Repongan tallas 38, 40 y 42 del azul por favor!!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Maritza
Hace 2 Meses  ","El azul lo compré en mi talla y me quedó perfecto ni suelto ni apretado... luego pedí el negro en la misma talla y no me quedó lo tuve que devolver es más chico."
"Vestuario","Vania
Hace 2 Meses  ","Algo rígidos, son más para invierno, pero excelente calidad!!
Los compré en blanco y negro.
<U+2714> Sí, recomiendo este producto."
"Vestuario","marti
Hace 2 Meses  ","me guié por la tabla para comprar y me quedó regio de arriba pero corto,,, casi al tobillo y mido 1.67
<U+2714> Sí, recomiendo este producto."
"Vestuario","Caro
Hace 2 Meses  ","Son muy bonitos, resaltan tus caderas y no te hacen ver ancha, el color es lindo y la tela de jeans suave."
"Vestuario","Joselin
Hace 2 Meses  ","Pantalón muy lindo, pero al segundo lavado se comiendo a deshilachar abajo de uno de los bolsillos traseros y luego adelante. No lo recomiendo. Es bien elásticado"
"Vestuario","Rosmeli
Hace 2 Meses  ","Compré el color azul y me encantó. El calce muy lindo, tela muy muy suave y elasticado. como me gustó, compré el negro pero no se siente igual, la tela es más rígida, gruesa y queda un poco mas apretado. Igual me lo quedo, considerando el precio, están buenos
<U+2714> Sí, recomiendo este producto."
"Vestuario","Anónimo
Hace 2 Meses  ","Compré el jeans blanco en tienda, soy talla 38 pero me quedo muy suelto de la cintura, así que lo fui a cambiar por uno celeste talla 36, es súper cómodo, no se parece mucho a un jeans mom pero lo arreglé haciéndole un corte recto en la parte de abajo y quedó increíble. Les recomiendo que si son talla 38 pidan una talla 36 para que les quede más ajustado a la cadera (jeans celeste)
La tela es buena
<U+2714> Sí, recomiendo este producto."
"Vestuario","Maureen
Hace 2 Meses  ","Acostumbro a comprar talla 40 en pantalones de marca sybilla porque el calce es juvenil. Pero estos son más grandes de lo común, hay que pedir una talla menos a la acostumbrada. Me quedaron gigantes."
"Vestuario","María
Hace 2 Meses  ","Me encantó!! Compre el color azul, queda muy lindo, aunque no es tan estilo mom, compre en en talla 38 y queda súper bien tome en cuenta los comentarios .... son súper elasticados, llegaron el tiempo pronosticado super buen todo, comprare el blanco ahora"
"Vestuario","Anais
Hace 2 Meses  ","Calce bueno pero se llenan de pelusas!!"
"Vestuario","Ana r
Hace 2 Meses  ","Normalmente compro talla 34 y me calza perfecto, este me quedo muy grande, entra una mano entera en la cintura"
"Vestuario","Constanza
Hace 3 Meses  ","queda muy lindo, soy talla 44 y pedí uno 48 por lo que me quedó un poco grande kjksjdkj.
tenía fecha de entrega entre el 20/01 al 25/01 y llegó 15/01. igual es medio elasticado a mi parecer <3
<U+2714> Sí, recomiendo este producto."
"Vestuario","Francisca
Hace 3 Meses  ","Compré el celeste y el negro...el celeste full elasticado, cómodo el negro es un imán de pelusas,la tela es rígida...un fracaso."
"Vestuario","Carilina
Hace 3 Meses  ","En otros modelos de la misma marca soy 42,compre talla 40 y quedo perfecto..es muy elastico ,calce perfecto...me canse de los pitillos y el doblaje de abajo se desarme por lo q puede quedar mas largo,ahora esperando q haya stock de azul
<U+2714> Sí, recomiendo este producto."
"Vestuario","Carolina
Hace 3 Meses  ","Como pantalón recto está bonito, pero de mom jean no tiene nada, es de tela gruesa, no elasticada."
"Vestuario","Javi
Hace 3 Meses  ","Calce perfecto y demasiado cómodos, para que no se peguen las pelusas los guardo por el revés"
"Vestuario","Elizabeth
Hace 3 Meses  ","Yo estos pantalones me los compre en tienda antes de la pandemia, dónde se podían probar y ver cuál talla te queda mejor. Por ser mom mi talla 38 me quedaron holgados y preferí comprar la 36. Me encantaron y quedan super bien aún lo uso y ni se han agrandando ni nada son azules y ahora compre el negro.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Andrea
Hace 3 Meses  ","Me encantan! Son cómodos sujetan bien el rollito molesto que tengo soy talla 44 y compre talla 44 en negro porque la tela es más dura en ese color a mi hija que es talla 42 le compre un 40 en color azul y le quedaron super (ajustaditos no sueltos, si quieren que les queden sueltos compren su talla o una más) Ojo! Los compré en la tienda sin probarlos solo al ojo
<U+2714> Sí, recomiendo este producto."
"Vestuario","Nicole
Hace 3 Meses  ","Si fuera más largo sería perfecto es más un jeans recto que un mom, compré mi talla y queda holgado"
"Vestuario","Maca
Hace 3 Meses  ","Soy talla 38 pero como los quiero mom jeans y no ajustados al cuerpo pedi un 40 y lo ocupo con un cinturón se ven bastante bien sueltecitos como debe quedar un mom si quieren algo pegado al cuerpo tipo skinny pescador pidan su talla original
<U+2714> Sí, recomiendo este producto."
"Vestuario","Valentina
Hace 3 Meses  ","Son muy cómodos y de buena calidad. No muy gruesos ni muy delgados.
Compren su talla normal. Si quieren que les queden full sueltos recomiendo una talla más pero ojo que puede que les quede suelto de cintura.
Me compre los celestes y son bellos.
Me dieron ganas de comprarme los negros también!!!
Muy recomendados!!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Tamara
Hace 3 Meses  ","Soy talla 38 y pedi esa misma talla en el color azul. Queda super bien y yo creo que despues la tela dará un poco, eso si, no queda tan al estilo mom ya que no son tan sueltos de piernas, pero son super lindos
<U+2714> Sí, recomiendo este producto."
"Vestuario","Valentina
Hace 3 Meses  ","Súper bueno el pantalón es súper elástica do recomiendo pedirse una talla menos porque de verdad estira mucho la tela es súper fresca y es tiro alto súper bonitos y cómodos los ame.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Francisca
Hace 3 Meses  ","Intente comprarlo 3 veces por la app pero siempre me cancelaban la compra. Finalmente fue a comprar en tienda, específicamente en sybilla, tienen mucho stock! Son realmente cómodos los jeans. La talla corresponde, mis medidas son 80cm de cintura y 100 de trasero.. compre talla 40 y quedan perfect! El negro es un poquito más suelto que el azul.. pero es súper poca la diferencia."
"Vestuario","Anónimo
Hace 3 Meses  ","Queda hermoso y excelente calidad
<U+2714> Sí, recomiendo este producto."
"Vestuario","Daniela Abarzua
Hace 3 Meses  ","Me encantó el modelo, cómodo y realmente favorece ,iré por el negro ahora.ademas la entrega fue rapidísima 1 día,me sorprendieron,carita feliz para falabella
<U+2714> Sí, recomiendo este producto."
"Vestuario","Fernanda
Hace 3 Meses  ","Pedí una talla más para que me quedara suelto pero me quedo gigante de cintura.
Es muy lindo pero es súper elasticado, tallas algo más grandes de lo normal.
Soy talla 42 aprox y lo pedí en talla 44
Soy aprox talla 42 y lo pedí en talla 44
<U+2714> Sí, recomiendo este producto."
"Vestuario","Paola
Hace 3 Meses  ","Me compré una talla menos y aún así me quedo grande, además es elasticado, pésimo calce. lo devolveré."
"Vestuario","Triana
Hace 3 Meses  ","Lo intenté comprar la semana pasada y me cancelaron. Intenté una vez más hace 2 días y esta vez sí resultó. Los jeans son muy cómodos, la tela es elasticada y fresca, por lo general uso talla 38 así que es la talla que pedí, de cintura me quedaron ligeramente grandes pero de piernas justos, no me quedan como mom jeans, pero de todas formas están bien. Si sus piernas no son tan flaquitas (como en mi caso), yo consideraría comprar una talla más y ajustar con un cinturón :)
<U+2714> Sí, recomiendo este producto."
"Vestuario","Jacqueline
Hace 3 Meses  ","Compré el azul en 40 y me quedó como si fuera un jeans normal, pensé que al ser Mom me quedaría holgado, pero no. Recomiendo comprar una talla más.
Igual no lo cambiaré, es super cómodo, lo amo <U+2665><U+FE0F>
<U+2714> Sí, recomiendo este producto."
"Vestuario","Catalina
Hace 3 Meses  ","en general soy 40/42 y en la tabla de tallas se suponía que era 38,de igual manera me pedí un 44 para que me quedara suelto cosa que no fue así,me quedo justo un poco suelto. igual está lindo y llegó antes de lo esperado"
"Vestuario","Eileen
Hace 3 Meses  ","Es hermoso y elasticado! Yo me compre mi talla de siempre y me quedaron súper, si los quieres más anchos usa una talla más
<U+2714> Sí, recomiendo este producto."
"Vestuario","Nacha
Hace 3 Meses  ","Es muy cómodo y elasticado pero para que quede como mons deben comprar una talla más yo normalmente soy 40-42 y me compre una 44 y quedo súper cómodo y suelto
<U+2714> Sí, recomiendo este producto."
"Vestuario","Estefania
Hace 3 Meses  ","El jeans me quedo perfecto talla 36 y lo retire en tienda en la fecha pactada. Muy comodo y lindo
<U+2714> Sí, recomiendo este producto."
"Vestuario","Javiera
Hace 3 Meses  ","El pantalón es lindo, muy cómodo, no viene cosido abajo por lo que se puede desenrollar para que quede mas largo, pero no es tipo mom, es apretado y bastante elasticado así que recomiendo comprar una talla menos porque yo compré mi talla habitual y luego de un rato de usarlo la tela dio y se empezaron a hacer bolsas
<U+2714> Sí, recomiendo este producto."
"Vestuario","Mary
Hace 3 Meses  ","Compre 2 jeans color azul en la talla que corresponde según la tabla y quedan bien, el material es bueno y el color tal como en la imagen, buen regalo navideño. Compre con mucha anticipación 1 de ellos y el otro lo encontré de suerte en la tienda un poco mas caro pero quede conforme.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Vania
Hace 3 Meses  ","Compré el celeste, me cobraron inmediatamente y dos días después me cancelan la compra. No entiendo para que aceptan compras si no tienen stock!!!!
<U+2714> Sí, recomiendo este producto."
"Vestuario","Josefa
Hace 3 Meses  ","Eran para mi hija y a ella le gustan mucho
<U+2714> Sí, recomiendo este producto."
"Vestuario","Nico
Hace 3 Meses  ","En general el pantalón es muy bonito y de tiro alto, el único detalle es que son más bien ajustados al cuerpo por lo que si buscas un pantalón más bien suelto, sugiero pedir 1 o 2 tallas más. El pantalón no queda como en la foto, queda más ajustado aún"
"Vestuario","Natalia
Hace 3 Meses  ","Compré el azul clarito la tela es elasticada, son cómodos solo que para muslos anchos comprar una talla más, tenía despacho para el 5 de enero y llegaron hoy 21 de Dic
<U+2714> Sí, recomiendo este producto."
"Vestuario","Javi
Hace 3 Meses  ","Es muy buena calidad, comprarse una talla menos ya que son súper elasticados
<U+2714> Sí, recomiendo este producto."
"Vestuario","Millaray
Hace 3 Meses  ","Son muy cómodos, lindos. Yo soy de muslos anchos y no me quedan tanto como mom pero son bien elásticados.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Itsmepavli
Hace 3 Meses  ","Me compré el negro, soy talla 40-42 dependiendo de la marca y el 40 me quedó un poco suelto (solucionable con correa), honestamente lo encontré super lindo, para las que somos altas queda super corto para considerarlo, la gran desventaja es que se llena de pelos/pelusas, onda demasiado, tanto que no lo volvería a comprar :("
"Vestuario","Lissette
Hace 3 Meses  ","Un poco tosca la tela, y son muy grandes, pedí una talla menos y aún así me quedaron muy holgados
<U+2714> Sí, recomiendo este producto."
"Vestuario","Daniela
Hace 3 Meses  ","Cómodo, buena hechura pero se suelta a las horas de uso. Para el precio está bien
<U+2714> Sí, recomiendo este producto."
"Vestuario","rashin
Hace 3 Meses  ","Es lo que andaba buscando, no son anchos, son tiro alto y gruesos.
Y lo mejor es que tienen bolsillos adelante y atras.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Ximena
Hace 3 Meses  ","Es un bonito modelo, pero hay que comprar una talla. más
<U+2714> Sí, recomiendo este producto."
"Vestuario","Javiera
Hace 4 Meses  ","Son muy bonitos, hay que comprar tu talla sin más ni menos. Los negros son muy bonitos pero la tela es de esas que se les pegan todas las pelusas y deben tener cuidado si tienen mascotas y no les gusta andar llenos de pelos. Tengo una gata blanca y la verdad quitando pelos con un cepillo no me molesta, pero puede que a otras personas sí. El Jean es muy bonito y Vale la pena por el precio, pedí con despacho gratuito.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Angélica
Hace 4 Meses  ","Es primera vez que compro jeans de este tipo ya que uso solo skinny, lo recibí hoy y es muy lindo, soy 40, pedí 38 y me quedó perfecto
Recomiendo pedir una talla menos a no ser que lo quieran super suelto
<U+2714> Sí, recomiendo este producto."
"Vestuario","Francisca
Hace 4 Meses  ","Tal cual la foto, la talla corresponde y la tela es gruesa :)
<U+2714> Sí, recomiendo este producto."
"Vestuario","Paz V
Hace 4 Meses  ","Me guié por las tallas de la tabla y me caben, pero no me quedan como mom jajaj normalmente soy 42 y por la tabla compré 40, y claro me quedan bien pero no como el calce que debería quedar con este modelo. Así que si quieren un poco sueltecitos los jeans si o si compren su talla normal. Los negros son más ajustados que los otros. Son cómodos y buena calidad.
<U+2714> Sí, recomiendo este producto."
"Vestuario","Bárbara
Hace 4 Meses  ","Considerar que el pantalón es elasticado y grande. Soy talla 36 y compre 34 y me quedaron bien (sueltos un poco) compre el azul que es muy lindo el jeans y compre el negro y es horrible en el sentido que se pegan las pelusas y se ve feo. Recomiendo comprar su misma talla o un talla menos."
"Vestuario","Guisel
Hace 4 Meses  ","Me compre un talla menos ... le quedaron súper ... son súper cómodos ... no son elasticados ... llegaron en la fecha indicada ... contenta con mi compra !!
<U+2714> Sí, recomiendo este producto."
